18.6	23.4	24.5	25.7	10.7
17	20.9	20.4	17.9	9.1
22.1	24.5	24.4	19.7	10.3
-0.7	9.1	13.2	19.7	6.7
10.9	16.9	21.3	24.5	9.9
2	7.3	7	10.2	6.4
4.3	8.6	11	12	6.9
2.5	5.3	4.7	8.7	6
17.2	21	20.6	17.3	9.1
18.9	22.2	21.6	18.3	9.4
1.3	3.1	2.6	12	5.6
17.6	22.3	22.8	25.6	10.2
16.2	20.6	21.9	27.6	10.3
2.4	3.9	4.2	4.9	5.6
-0.4	8.4	7.7	10.3	6.5
0.5	2.4	2.2	7.9	5.4
32.5	23.5	23.3	19.3	10
-0.1	6.8	6	6.5	6.1
0.2	2.4	4	11	5.5
0.6	5.5	4.8	6.4	5.8
0.2	2.1	1.6	8.1	5.4
20.1	22.2	22.4	23.6	10.1
0.6	7.3	9.1	16	6.8
2	3.2	4.9	8.7	6.1
-1.4	6.8	14.2	16.7	6.4
0.1	7.5	7.2	10.1	6.3
1.5	2	3.2	8.8	5.5
0.4	1.4	5	12.6	6
14.5	18.9	20.1	25.1	9.5
1.2	3.9	3.6	10.1	5.7
26.2	23.5	23.1	20.2	10.1
-0.9	4.5	4.9	12.6	5.8
-0.4	7.2	7.2	8	6.2
0.5	7.2	8.3	18.4	7.1
12.7	17.3	21.6	29.1	9.4
0.9	7.7	8.2	14.9	6.8
2.3	8	7	11.1	6.6
8.3	16.5	20.1	27.1	9.2
0.7	3.5	4.6	11.6	5.8
20.6	23.9	23.9	23.4	10.3
1.7	8.6	8.1	12.7	6.9
1.7	5	9.4	18.1	6.5
32.5	23.2	23.2	19.3	10
0.5	1.6	2.4	9.7	5.5
-0.3	5.6	6.1	13.7	6.2
2.8	3.9	4.5	7	5.7
1.1	2.2	3.5	11.1	5.5
2.9	4.7	4.6	10	5.9
14.5	19.7	22.4	22.8	9.8
56.4	21	23.3	26.3	10.2
27.5	22.2	22.8	22.4	9.9
0.9	3.8	4	10.4	5.7
0.2	1.2	2.6	10.5	5.4
20.6	24.3	24.2	22.5	10.4
-0.1	4.9	8.1	16	6.1
2.4	3.9	4.3	5.8	5.6
18.3	21.1	20.5	18.9	9.1
11.7	17.1	21.3	29.7	9.7
-1.4	5.3	5.3	9.7	5.8
-1.5	3.6	6.2	18.8	6.1
18.9	21.9	21.5	17.7	9.3
0.4	7.8	8	16.5	7
-0.7	4.2	5.6	10.4	5.8
-1	7.9	13.4	16.4	6.4
11.4	17.1	19.6	29.1	10.1
22.9	22.5	27.7	25	10.9
9.8	19.1	21.5	23.5	9.3
12.9	17.6	21.7	27.1	9.5
28.3	21.1	23.4	25	10.3
0.5	2.9	5.2	14.1	5.8
7.4	17	18.9	26	9
2.4	7.4	7.3	9.8	6.4
17	20.4	20.6	26.3	9.7
0.8	8.9	10.8	14.8	6.6
1.5	2	2	8.1	5.4
2.7	15.9	18.9	28.1	9.1
0.9	7.9	8.3	12	6.5
0.9	6.1	6.7	8.6	6.2
-0.4	7.7	10.7	11.2	6.3
0.1	7.8	9.3	16.2	6.8
12.4	16.6	21.6	32.2	10.3
-0.2	4.4	4.9	13.2	6.1
19	21.8	21	17.5	9.2
22.7	22.3	27.8	24.9	10.9
0.4	8.1	9.4	14	6.7
13.5	19.7	21.4	21.5	9.5
-0.1	0.1	5.7	13.6	5.6
1.9	7.3	6.9	10.2	6.4
0.3	-0.4	6.1	13.9	5.7
1	3.7	5.1	11.9	5.9
0.6	3.6	6.2	13.3	6.3
15.5	21.1	20.7	17.5	9.1
23.6	21.3	24	26.8	10.8
11.7	16.7	22.9	26.9	10
0.3	-0.1	5.7	14	5.7
24.5	24.2	23.9	17.4	10.1
0.4	0.8	5	13.4	5.7
0.9	6.8	6.2	8.4	6.2
29.1	20.6	26.5	27.7	10.6
1.4	6.7	6.3	12	6.4
0.5	3.7	4.5	10.7	5.7
18.4	22	21.3	23.3	9.6
0.4	6.3	7.3	12.6	6.4
18.6	22.4	21.8	17.7	9.4
-1.1	7.8	8.2	9.3	6.4
2	14.5	19.7	28.6	10
11	15.1	21.1	31.9	10.2
0.2	7.3	10.8	15.6	6.6
18.8	21.6	21	17.4	9.2
17	20.6	22.4	22.3	9.8
20.5	24.2	24.2	22.2	10.4
12.6	17.4	21.8	25.9	10
1	6.7	6.9	13	6.5
21	24	23.8	21.9	10.3
1.2	7.1	6.1	12.1	6.4
21.4	24.1	23.9	21.4	10.3
1.7	7.9	7.3	7.5	6.5
0.6	2.2	4.2	11.1	5.5
0.9	6.8	7	9.3	6.2
0.7	4	4.7	10.6	5.8
0.5	5.2	4.9	7.8	5.8
2.4	15.2	19.2	28.1	9
26.2	24.1	23.6	18.5	10.1
17	21.4	20.8	18.5	9.2
-0.4	5.8	9.5	14	6.5
0.6	2.7	6.7	14.6	5.8
-0.6	8.9	13.9	19.1	6.7
27.5	21.5	22.6	24.7	10
19.7	23	22.8	21.9	10.1
14	19.2	24.4	27.9	10.5
-1.4	3.4	7.1	18.5	6.2
14.6	19.5	19.8	23.4	9.2
21.6	23.7	23.4	19.9	10.1
19.2	22.9	22.7	21.9	9.9
0.5	8.4	8.1	9.9	6.7
21.6	23.7	23.4	19.7	10.1
0.1	5.1	5.1	10	5.9
4.8	3.2	3.8	9.1	5.8
0.9	5	5.1	8	5.9
-0.2	2.1	2.2	7.7	5.4
-0.4	8.3	10.5	14.9	6.8
0.9	1.9	2.9	9.4	5.5
10.7	15.2	20.9	32.2	10.2
-0.4	3.7	10.5	16.7	6.3
9.1	18.3	21.1	24.4	9.4
18.8	21.6	21.1	16.5	9.2
1.2	-0.7	5.5	15.1	5.6
1.9	1.3	1.9	7.3	5.4
11.6	17.7	21.8	24.4	9.9
17.4	21.6	20.9	17.8	9.2
15.5	20.3	22.8	23.9	9.9
0.5	1.8	3.9	10.7	5.5
1.9	4.1	3.2	8.6	5.6
-1.3	5.2	8.2	15.3	6.3
1.2	9.4	14	16.7	6.8
26.2	23.6	23.2	19.8	10.1
1.3	7.2	7.1	13.8	6.6
-1.3	6.8	9.1	14.2	6
0	9.7	14	18.8	6.8
18	21.1	24.6	27.4	10.7
18.8	22.4	22	17.7	9.4
0.6	1.6	4.1	12.9	5.5
-0.6	3.2	10.6	17.3	6.1
15.4	19.3	19.8	26.2	9.5
0.9	4.3	4.5	9.2	5.8
14	20.4	19.5	16.2	8.7
1	2.4	2.4	9.4	5.4
21.4	23.8	23.7	21.1	10.2
0.9	7.1	5.8	9.2	6.2
18.4	23.4	24.5	26.2	10.7
1.1	3.3	3.6	10.4	5.6
-0.1	6.2	4.6	5	5.9
2.1	7.6	7.3	9.5	6.5
16.7	21.8	22.5	26.9	10.2
15.5	21.5	21	17.9	9.2
0.6	0.2	5.6	15.1	5.7
0.8	6.1	5.2	9.7	6
2.4	8.6	7.5	10.1	6.7
1	3.2	9.7	12.8	6.1
18.5	22.3	22.2	20.9	9.7
1.7	1.2	1.4	8.9	5.5
0.5	5.9	4.8	7.2	5.8
3.1	3.8	4	5	5.6
0.4	2.6	5.7	14.9	6
1.4	8.1	8	12	6.5
1.9	3.9	5.4	11.7	5.8
20.4	23.8	23.4	20.1	10.1
19.4	22	22.1	19	9.5
1.3	3.6	4.1	10.2	5.7
7.2	15.9	20.6	26.9	9.7
14.2	20.2	22.4	26.4	10.1
11.2	15.7	20.3	32.4	10.1
9.2	17.7	18.4	23.8	8.9
13.6	21	20.2	16.6	8.9
24	24.5	24.4	21.9	10.5
0	5.5	6.1	12.2	6.2
0.1	5	5.1	11.3	5.8
12	16.3	20.8	31.8	10.3
15.2	19.4	22.8	24.6	10
0.1	6.4	7.2	16.4	6.6
21.6	22	26.4	25.2	10.5
11.1	16.6	18.4	29.4	10.2
27.1	19.3	27.4	27.9	10.8
0.5	4.8	4.6	10.2	5.9
20.5	23.2	23.1	20.5	10.1
-0.2	7.7	10.1	15.3	6.8
-0.1	11.6	17.3	20.8	7
-1.7	4.6	11.1	19.1	6.7
1.1	1.8	2.4	8.4	5.4
0.4	6.2	5	7.7	5.9
-0.7	5.3	6.6	15.3	6.2
-0.4	9.3	14.6	18.4	6.8
0.4	5.6	5.6	7	5.9
7.4	16.4	20.6	27.1	9.2
1.1	7.6	8.8	14.3	6.8
1.1	4.1	4.2	9.9	5.8
0.2	0.3	7.3	12.2	5.7
-0.7	4.3	4.8	12.7	5.8
-0.6	9	12.8	15	6.4
13	15.5	21.1	32.9	10.1
2.5	6.5	7	10.5	6.5
8.5	15.7	19.7	26.8	9.3
0.6	1	4.3	14	5.5
0.2	5	4.8	10.9	5.8
16.7	20.1	22.7	22.9	9.9
13.2	21.3	20.9	18.3	9.1
-0.2	0.8	4.8	14.9	5.5
11	16.3	21	28.4	10.1
-0.6	4.9	8.2	19.5	6.3
15.4	21.4	21	17.9	9.2
11.6	20	20.8	21.5	9.3
0.5	3.7	3.7	10.7	5.6
1.5	5.4	11.5	18.6	6.6
-0.5	5.5	4.4	6.3	5.8
19.3	22.3	22.1	19.9	9.6
34	18.9	27.6	28	10.8
27.5	23.6	23.2	17.8	9.9
17.6	22.1	22.5	23.9	9.8
19.8	19.4	26.5	28.6	10.6
0.3	2.9	6.8	13.8	5.8
32.3	21	24.7	25.8	10.3
0.2	6.6	6.8	6.7	6.1
